County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Clark County,44192,22,1138,1160,136,368,329,194,86,42,5,2021/05/10 12:56:27
Clark County,44199,28,1185,1213,194,359,302,219,106,33,0,2021/05/10 12:56:27
Clark County,44206,23,827,850,129,241,194,156,86,42,2,2021/05/10 12:56:27
Clark County,44213,17,703,720,131,195,159,128,72,33,2,2021/05/10 12:56:27
Clark County,44220,32,608,640,145,154,150,117,58,16,0,2021/05/10 12:56:27
Clark County,44227,54,410,464,75,125,118,90,37,19,0,2021/05/10 12:56:27
Clark County,44234,25,253,278,55,79,62,50,19,13,0,2021/05/10 12:56:27
Clark County,44241,23,251,274,51,67,84,48,18,5,1,2021/05/10 12:56:27
Clark County,44248,21,221,242,44,61,62,52,17,6,0,2021/05/10 12:56:27
Clark County,44255,27,206,233,53,57,47,46,25,4,1,2021/05/10 12:56:27
Clark County,44262,31,257,288,79,79,60,39,17,14,0,2021/05/10 12:56:27
Clark County,44269,46,231,277,62,74,70,51,16,4,0,2021/05/10 12:56:27
Clark County,44276,35,285,320,73,88,80,59,17,3,0,2021/05/10 12:56:27
Clark County,44283,66,302,368,63,104,95,75,24,7,0,2021/05/10 12:56:27
Clark County,44290,59,380,439,75,158,107,68,20,11,0,2021/05/10 12:56:27
Clark County,44297,102,463,565,127,167,143,94,26,8,0,2021/05/10 12:56:27
Clark County,44304,74,589,663,145,225,155,100,37,1,0,2021/05/10 12:56:27
Clark County,44311,88,613,701,155,214,195,109,23,5,0,2021/05/10 12:56:27
Clark County,44318,98,467,565,137,180,141,86,17,4,0,2021/05/10 12:56:27
Clark County,44325,0,13,13,6,3,4,0,0,0,0,2021/05/10 12:56:27
Columbia County,43898,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Columbia County,43996,0,7,7,4,1,0,2,0,0,0,2021/05/10 12:56:27
Columbia County,44017,0,1,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Columbia County,44024,0,1,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Columbia County,44031,0,2,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Columbia County,44038,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Columbia County,44073,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Columbia County,44122,0,2,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Columbia County,44129,0,5,5,0,0,1,3,0,1,0,2021/05/10 12:56:27
Columbia County,44136,0,2,2,1,0,0,1,0,0,0,2021/05/10 12:56:27
Columbia County,44143,0,3,3,0,0,2,1,0,0,0,2021/05/10 12:56:27
Columbia County,44150,4,8,12,1,2,2,1,5,1,0,2021/05/10 12:56:27
Columbia County,44157,4,10,14,0,2,2,1,6,3,0,2021/05/10 12:56:27
Columbia County,44164,6,10,16,0,7,1,6,1,1,0,2021/05/10 12:56:27
Columbia County,44171,1,5,6,0,1,2,1,2,0,0,2021/05/10 12:56:27
Columbia County,44178,2,12,14,4,4,3,1,1,1,0,2021/05/10 12:56:27
Columbia County,44185,2,2,4,0,1,1,1,1,0,0,2021/05/10 12:56:27
Columbia County,44192,1,2,3,0,1,0,0,2,0,0,2021/05/10 12:56:27
Columbia County,44199,2,8,10,0,3,2,2,3,0,0,2021/05/10 12:56:27
Columbia County,44206,0,2,2,0,1,1,0,0,0,0,2021/05/10 12:56:27
Columbia County,44213,3,0,3,0,0,1,0,0,2,0,2021/05/10 12:56:27
Columbia County,44220,2,0,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Columbia County,44227,2,0,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Columbia County,44234,1,1,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Columbia County,44248,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Columbia County,44262,1,0,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Columbia County,44297,1,0,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Columbia County,44318,0,1,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Cowlitz County,43898,0,2,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Cowlitz County,43905,0,5,5,0,0,2,0,3,0,0,2021/05/10 12:56:27
Cowlitz County,43912,0,10,10,0,3,2,1,3,1,0,2021/05/10 12:56:27
Cowlitz County,43919,0,4,4,1,1,1,0,1,0,0,2021/05/10 12:56:27
Cowlitz County,43926,0,5,5,0,1,2,1,1,0,0,2021/05/10 12:56:27
Cowlitz County,43933,0,7,7,0,1,2,3,1,0,0,2021/05/10 12:56:27
Cowlitz County,43940,0,7,7,0,1,1,4,1,0,0,2021/05/10 12:56:27
Cowlitz County,43947,0,21,21,4,7,3,7,0,0,0,2021/05/10 12:56:27
Cowlitz County,43954,0,7,7,2,1,2,0,2,0,0,2021/05/10 12:56:27
Cowlitz County,43961,0,1,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Cowlitz County,43968,0,4,4,0,2,0,2,0,0,0,2021/05/10 12:56:27
Cowlitz County,43975,0,1,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Cowlitz County,43982,0,17,17,2,4,5,5,1,0,0,2021/05/10 12:56:27
Cowlitz County,43989,0,26,26,2,9,9,2,3,1,0,2021/05/10 12:56:27
Cowlitz County,43996,0,37,37,6,14,7,7,1,1,1,2021/05/10 12:56:27
Cowlitz County,44003,0,35,35,5,11,8,9,1,1,0,2021/05/10 12:56:27
Cowlitz County,44010,0,44,44,2,15,15,7,3,2,0,2021/05/10 12:56:27
Cowlitz County,44017,0,93,93,22,41,18,11,1,0,0,2021/05/10 12:56:27
Cowlitz County,44024,0,64,64,12,20,16,13,3,0,0,2021/05/10 12:56:27
Cowlitz County,44031,0,46,46,10,12,18,6,0,0,0,2021/05/10 12:56:27
Cowlitz County,44038,0,27,27,7,2,5,8,5,0,0,2021/05/10 12:56:27
Cowlitz County,44045,0,41,41,8,13,7,9,3,1,0,2021/05/10 12:56:27
Cowlitz County,44052,0,9,9,2,3,3,1,0,0,0,2021/05/10 12:56:27
Cowlitz County,44059,0,18,18,2,4,7,5,0,0,0,2021/05/10 12:56:27
Cowlitz County,44066,0,19,19,0,6,8,3,2,0,0,2021/05/10 12:56:27
Cowlitz County,44073,0,25,25,6,11,4,4,0,0,0,2021/05/10 12:56:27
Cowlitz County,44080,0,12,12,3,3,2,3,0,1,0,2021/05/10 12:56:27
Cowlitz County,44087,0,59,59,7,18,10,11,5,8,0,2021/05/10 12:56:27
Cowlitz County,44094,1,47,48,9,17,11,7,4,0,0,2021/05/10 12:56:27
Cowlitz County,44101,0,30,30,5,7,12,5,1,0,0,2021/05/10 12:56:27
Cowlitz County,44108,0,25,25,4,9,3,6,3,0,0,2021/05/10 12:56:27
Cowlitz County,44115,0,44,44,4,17,11,5,6,1,0,2021/05/10 12:56:27
Cowlitz County,44122,0,23,23,4,8,3,5,3,0,0,2021/05/10 12:56:27
Cowlitz County,44129,1,64,65,8,18,13,15,11,0,0,2021/05/10 12:56:27
Cowlitz County,44136,0,128,128,24,36,28,22,16,2,0,2021/05/10 12:56:27
Cowlitz County,44143,2,171,173,36,47,40,29,18,3,0,2021/05/10 12:56:27
Cowlitz County,44150,1,237,238,45,58,68,35,23,9,0,2021/05/10 12:56:27
Cowlitz County,44157,1,198,199,26,58,44,38,18,10,5,2021/05/10 12:56:27
Cowlitz County,44164,1,268,269,39,79,63,54,23,11,0,2021/05/10 12:56:27
Cowlitz County,44171,3,245,248,55,59,65,40,23,6,0,2021/05/10 12:56:27
Cowlitz County,44178,2,233,235,31,66,57,36,30,15,0,2021/05/10 12:56:27
Cowlitz County,44185,1,160,161,19,47,39,31,16,9,0,2021/05/10 12:56:27
Cowlitz County,44192,8,268,276,39,74,57,55,28,23,0,2021/05/10 12:56:27
Cowlitz County,44199,3,289,292,46,74,66,67,27,12,0,2021/05/10 12:56:27
Cowlitz County,44206,11,287,298,60,83,62,62,25,6,0,2021/05/10 12:56:27
Cowlitz County,44213,14,257,271,40,71,68,44,31,16,1,2021/05/10 12:56:27
Cowlitz County,44220,7,257,264,50,65,63,47,28,11,0,2021/05/10 12:56:27
Cowlitz County,44227,21,139,160,30,39,33,29,15,14,0,2021/05/10 12:56:27
Cowlitz County,44234,22,104,126,23,31,24,23,19,6,0,2021/05/10 12:56:27
Cowlitz County,44241,19,85,104,16,27,23,27,9,2,0,2021/05/10 12:56:27
Cowlitz County,44248,16,87,103,20,22,24,21,13,3,0,2021/05/10 12:56:27
Cowlitz County,44255,15,82,97,25,22,19,18,12,1,0,2021/05/10 12:56:27
Cowlitz County,44262,7,65,72,13,21,9,17,11,1,0,2021/05/10 12:56:27
Cowlitz County,44269,8,81,89,11,26,18,21,12,1,0,2021/05/10 12:56:27
Cowlitz County,44276,28,128,156,19,49,36,34,15,3,0,2021/05/10 12:56:27
Cowlitz County,44283,41,191,232,53,55,66,40,15,3,0,2021/05/10 12:56:27
Cowlitz County,44290,32,148,180,45,46,35,33,19,2,0,2021/05/10 12:56:27
Cowlitz County,44297,29,174,203,37,50,43,47,18,8,0,2021/05/10 12:56:27
Cowlitz County,44304,27,137,164,35,40,42,27,13,7,0,2021/05/10 12:56:27
Cowlitz County,44311,22,120,142,40,37,36,18,11,0,0,2021/05/10 12:56:27
Cowlitz County,44318,15,72,87,29,27,20,9,0,2,0,2021/05/10 12:56:27
Douglas County,43856,0,1,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Douglas County,43905,0,2,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Douglas County,43912,0,4,4,0,0,0,1,1,1,1,2021/05/10 12:56:27
Douglas County,43919,0,5,5,0,1,3,0,0,1,0,2021/05/10 12:56:27
Douglas County,43926,0,9,9,0,1,4,3,0,1,0,2021/05/10 12:56:27
Douglas County,43933,0,42,42,6,30,6,0,0,0,0,2021/05/10 12:56:27
Douglas County,43940,0,14,14,0,8,4,0,1,1,0,2021/05/10 12:56:27
Douglas County,43947,0,10,10,1,1,1,4,2,1,0,2021/05/10 12:56:27
Douglas County,43954,0,33,33,3,10,11,7,1,1,0,2021/05/10 12:56:27
Douglas County,43961,0,12,12,1,4,5,1,1,0,0,2021/05/10 12:56:27
Douglas County,43968,0,30,30,5,4,12,8,1,0,0,2021/05/10 12:56:27
Douglas County,43975,0,14,14,1,3,3,4,3,0,0,2021/05/10 12:56:27
Douglas County,43982,0,5,5,0,1,2,2,0,0,0,2021/05/10 12:56:27
Douglas County,43989,0,8,8,4,0,3,1,0,0,0,2021/05/10 12:56:27
Douglas County,43996,0,12,12,3,5,2,1,1,0,0,2021/05/10 12:56:27
Douglas County,44003,0,42,42,8,16,7,10,1,0,0,2021/05/10 12:56:27
Douglas County,44010,0,71,71,12,26,20,12,0,1,0,2021/05/10 12:56:27
Douglas County,44017,0,101,101,27,24,26,19,4,1,0,2021/05/10 12:56:27
Douglas County,44024,1,157,158,35,38,46,32,6,1,0,2021/05/10 12:56:27
Douglas County,44031,0,137,137,27,42,32,23,12,1,0,2021/05/10 12:56:27
Douglas County,44038,3,151,154,28,52,35,25,12,2,0,2021/05/10 12:56:27
Douglas County,44045,2,112,114,32,30,27,18,5,2,0,2021/05/10 12:56:27
Douglas County,44052,0,74,74,19,22,17,13,2,1,0,2021/05/10 12:56:27
Douglas County,44059,0,74,74,11,28,23,8,2,2,0,2021/05/10 12:56:27
Douglas County,44066,23,32,55,5,18,22,7,3,0,0,2021/05/10 12:56:27
Douglas County,44073,30,11,41,6,11,11,10,2,1,0,2021/05/10 12:56:27
Douglas County,44080,20,12,32,2,8,14,5,3,0,0,2021/05/10 12:56:27
Douglas County,44087,15,3,18,7,5,2,2,2,0,0,2021/05/10 12:56:27
Douglas County,44094,17,12,29,3,8,8,7,2,0,1,2021/05/10 12:56:27
Douglas County,44101,13,7,20,1,6,6,3,4,0,0,2021/05/10 12:56:27
Douglas County,44108,21,17,38,10,12,9,3,3,1,0,2021/05/10 12:56:27
Douglas County,44115,10,12,22,5,6,8,0,3,0,0,2021/05/10 12:56:27
Douglas County,44122,8,13,21,3,4,9,2,2,1,0,2021/05/10 12:56:27
Douglas County,44129,20,8,28,5,8,10,3,2,0,0,2021/05/10 12:56:27
Douglas County,44136,64,21,85,18,19,21,15,8,4,0,2021/05/10 12:56:27
Douglas County,44143,108,25,133,31,32,27,26,15,2,0,2021/05/10 12:56:27
Douglas County,44150,137,38,175,29,50,51,30,10,5,0,2021/05/10 12:56:27
Douglas County,44157,111,50,161,30,42,49,18,18,4,0,2021/05/10 12:56:27
Douglas County,44164,159,37,196,38,57,50,26,18,7,0,2021/05/10 12:56:27
Douglas County,44171,119,44,163,25,49,39,29,14,7,0,2021/05/10 12:56:27
Douglas County,44178,80,32,112,22,31,23,26,9,1,0,2021/05/10 12:56:27
Douglas County,44185,81,29,110,20,39,17,20,12,2,0,2021/05/10 12:56:27
Douglas County,44192,120,39,159,38,50,35,19,15,2,0,2021/05/10 12:56:27
Douglas County,44199,90,39,129,31,29,32,23,12,2,0,2021/05/10 12:56:27
Douglas County,44206,54,21,75,14,23,13,20,4,1,0,2021/05/10 12:56:27
Douglas County,44213,35,25,60,16,17,15,9,2,1,0,2021/05/10 12:56:27
Douglas County,44220,38,12,50,6,20,5,14,2,3,0,2021/05/10 12:56:27
Douglas County,44227,26,12,38,7,10,10,4,7,0,0,2021/05/10 12:56:27
Douglas County,44234,29,10,39,10,5,11,10,2,1,0,2021/05/10 12:56:27
Douglas County,44241,24,5,29,8,9,4,4,4,0,0,2021/05/10 12:56:27
Douglas County,44248,32,5,37,10,16,5,3,3,0,0,2021/05/10 12:56:27
Douglas County,44255,25,4,29,6,10,7,4,1,1,0,2021/05/10 12:56:27
Douglas County,44262,26,9,35,9,11,6,6,2,1,0,2021/05/10 12:56:27
Douglas County,44269,43,9,52,13,11,13,6,7,2,0,2021/05/10 12:56:27
Douglas County,44276,42,10,52,11,16,14,9,2,0,0,2021/05/10 12:56:27
Douglas County,44283,48,11,59,9,20,15,13,2,0,0,2021/05/10 12:56:27
Douglas County,44290,24,7,31,10,13,4,3,1,0,0,2021/05/10 12:56:27
Douglas County,44297,18,12,30,8,11,5,3,1,2,0,2021/05/10 12:56:27
Douglas County,44304,30,15,45,12,12,12,7,2,0,0,2021/05/10 12:56:27
Douglas County,44311,17,11,28,8,8,5,3,4,0,0,2021/05/10 12:56:27
Douglas County,44318,23,4,27,6,4,8,5,4,0,0,2021/05/10 12:56:27
Ferry County,43905,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Ferry County,44017,0,3,3,0,0,2,0,1,0,0,2021/05/10 12:56:27
Ferry County,44024,0,4,4,0,1,0,3,0,0,0,2021/05/10 12:56:27
Ferry County,44031,0,3,3,0,2,0,0,1,0,0,2021/05/10 12:56:27
Ferry County,44038,0,9,9,4,0,3,2,0,0,0,2021/05/10 12:56:27
Ferry County,44045,0,3,3,2,0,1,0,0,0,0,2021/05/10 12:56:27
Ferry County,44059,0,1,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Ferry County,44066,0,1,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Ferry County,44073,0,4,4,0,0,2,0,2,0,0,2021/05/10 12:56:27
Ferry County,44094,0,1,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Ferry County,44108,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Ferry County,44115,0,2,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Ferry County,44122,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Ferry County,44129,0,1,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Ferry County,44136,0,2,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Ferry County,44143,0,6,6,0,0,1,0,5,0,0,2021/05/10 12:56:27
Ferry County,44150,2,14,16,5,5,3,1,2,0,0,2021/05/10 12:56:27
Ferry County,44157,0,28,28,5,5,8,6,4,0,0,2021/05/10 12:56:27
Ferry County,44164,4,45,49,12,11,11,11,0,2,2,2021/05/10 12:56:27
Ferry County,44171,0,11,11,2,3,3,2,0,1,0,2021/05/10 12:56:27
Ferry County,44178,2,14,16,5,1,3,3,3,1,0,2021/05/10 12:56:27
Ferry County,44185,0,11,11,2,2,2,3,2,0,0,2021/05/10 12:56:27
Ferry County,44192,1,8,9,0,1,2,2,4,0,0,2021/05/10 12:56:27
Ferry County,44199,1,10,11,2,1,3,3,2,0,0,2021/05/10 12:56:27
Ferry County,44206,1,0,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Ferry County,44213,0,3,3,0,0,0,2,1,0,0,2021/05/10 12:56:27
Ferry County,44220,0,2,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Ferry County,44227,2,0,2,1,0,0,1,0,0,0,2021/05/10 12:56:27
Ferry County,44234,1,0,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Ferry County,44241,0,2,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Ferry County,44248,0,4,4,0,1,2,1,0,0,0,2021/05/10 12:56:27
Ferry County,44255,0,1,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Ferry County,44262,0,3,3,1,0,1,0,1,0,0,2021/05/10 12:56:27
Ferry County,44269,0,6,6,1,0,4,0,1,0,0,2021/05/10 12:56:27
Ferry County,44276,0,3,3,0,1,1,1,0,0,0,2021/05/10 12:56:27
Ferry County,44283,1,1,2,2,0,0,0,0,0,0,2021/05/10 12:56:27
Ferry County,44290,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Ferry County,44297,27,11,38,5,5,15,10,2,1,0,2021/05/10 12:56:27
Ferry County,44304,21,21,42,5,12,10,13,2,0,0,2021/05/10 12:56:27
Ferry County,44311,7,16,23,6,4,2,6,4,1,0,2021/05/10 12:56:27
Ferry County,44318,4,9,13,1,3,4,3,2,0,0,2021/05/10 12:56:27
Franklin County,43898,0,2,2,0,1,1,0,0,0,0,2021/05/10 12:56:27
Franklin County,43905,0,7,7,0,3,1,2,1,0,0,2021/05/10 12:56:27
Franklin County,43912,0,31,31,0,6,9,12,3,1,0,2021/05/10 12:56:27
Franklin County,43919,0,39,39,2,7,12,14,2,2,0,2021/05/10 12:56:27
Franklin County,43926,0,66,66,4,17,18,20,6,1,0,2021/05/10 12:56:27
Franklin County,43933,0,77,77,2,13,26,21,5,10,0,2021/05/10 12:56:27
Franklin County,43940,0,118,118,2,31,35,37,11,2,0,2021/05/10 12:56:27
Franklin County,43947,0,55,55,2,16,18,10,7,2,0,2021/05/10 12:56:27
Franklin County,43954,0,41,41,2,11,8,10,6,4,0,2021/05/10 12:56:27
Franklin County,43961,0,50,50,2,17,12,12,5,2,0,2021/05/10 12:56:27
Franklin County,43968,0,73,73,13,26,23,8,3,0,0,2021/05/10 12:56:27
Franklin County,43975,0,134,134,19,47,26,33,8,1,0,2021/05/10 12:56:27
Franklin County,43982,0,198,198,30,52,57,38,19,2,0,2021/05/10 12:56:27
Franklin County,43989,0,246,246,26,69,84,47,19,1,0,2021/05/10 12:56:27
Franklin County,43996,0,333,333,41,111,97,66,15,3,0,2021/05/10 12:56:27
Franklin County,44003,0,379,379,47,105,120,77,24,5,1,2021/05/10 12:56:27
Franklin County,44010,1,400,401,60,137,108,70,19,7,0,2021/05/10 12:56:27
Franklin County,44017,0,394,394,61,116,112,77,22,6,0,2021/05/10 12:56:27
Franklin County,44024,0,315,315,48,110,94,45,15,3,0,2021/05/10 12:56:27
Franklin County,44031,0,284,284,65,100,58,46,11,4,0,2021/05/10 12:56:27
Franklin County,44038,0,207,207,46,66,49,38,6,2,0,2021/05/10 12:56:27
Franklin County,44045,1,192,193,47,61,46,28,8,3,0,2021/05/10 12:56:27
Franklin County,44052,0,158,158,30,52,42,23,10,1,0,2021/05/10 12:56:27
Franklin County,44059,2,98,100,25,30,28,14,3,0,0,2021/05/10 12:56:27
Franklin County,44066,3,95,98,21,33,19,14,9,2,0,2021/05/10 12:56:27
Franklin County,44073,11,99,110,15,47,21,16,8,2,1,2021/05/10 12:56:27
Franklin County,44080,0,80,80,15,24,15,16,8,2,0,2021/05/10 12:56:27
Franklin County,44087,2,71,73,9,30,13,16,3,2,0,2021/05/10 12:56:27
Franklin County,44094,0,96,96,16,37,22,15,3,3,0,2021/05/10 12:56:27
Franklin County,44101,0,98,98,24,27,24,20,3,0,0,2021/05/10 12:56:27
Franklin County,44108,1,143,144,37,44,35,21,7,0,0,2021/05/10 12:56:27
Franklin County,44115,2,120,122,17,38,34,22,11,0,0,2021/05/10 12:56:27
Franklin County,44122,1,152,153,34,40,42,25,12,0,0,2021/05/10 12:56:27
Franklin County,44129,2,175,177,31,49,53,25,15,4,0,2021/05/10 12:56:27
Franklin County,44136,1,253,254,44,96,71,21,20,2,0,2021/05/10 12:56:27
Franklin County,44143,18,503,521,103,155,132,89,35,7,0,2021/05/10 12:56:27
Franklin County,44150,17,604,621,113,183,170,106,40,9,0,2021/05/10 12:56:27
Franklin County,44157,16,469,485,108,123,128,82,38,6,0,2021/05/10 12:56:27
Franklin County,44164,25,652,677,151,200,175,96,48,6,1,2021/05/10 12:56:27
Franklin County,44171,30,541,571,144,159,146,85,25,11,1,2021/05/10 12:56:27
Franklin County,44178,6,422,428,95,141,111,60,19,2,0,2021/05/10 12:56:27
Franklin County,44185,12,303,315,69,82,91,52,19,2,0,2021/05/10 12:56:27
Franklin County,44192,5,407,412,84,134,105,57,28,4,0,2021/05/10 12:56:27
Franklin County,44199,8,421,429,113,135,103,52,24,2,0,2021/05/10 12:56:27
Franklin County,44206,5,287,292,82,71,81,41,14,3,0,2021/05/10 12:56:27
Franklin County,44213,6,253,259,72,71,70,30,12,4,0,2021/05/10 12:56:27
Franklin County,44220,5,213,218,63,58,54,33,7,3,0,2021/05/10 12:56:27
Franklin County,44227,10,208,218,77,54,36,34,15,2,0,2021/05/10 12:56:27
Franklin County,44234,9,164,173,48,46,36,34,7,2,0,2021/05/10 12:56:27
Franklin County,44241,8,105,113,29,43,28,10,3,0,0,2021/05/10 12:56:27
Franklin County,44248,7,111,118,40,32,22,20,2,2,0,2021/05/10 12:56:27
Franklin County,44255,8,113,121,40,33,27,14,6,1,0,2021/05/10 12:56:27
Franklin County,44262,6,98,104,24,29,27,18,4,2,0,2021/05/10 12:56:27
Franklin County,44269,11,75,86,26,23,17,17,3,0,0,2021/05/10 12:56:27
Franklin County,44276,3,83,86,30,15,21,15,3,2,0,2021/05/10 12:56:27
Franklin County,44283,7,87,94,24,30,25,11,4,0,0,2021/05/10 12:56:27
Franklin County,44290,6,122,128,34,44,31,14,3,1,1,2021/05/10 12:56:27
Franklin County,44297,9,143,152,52,48,29,16,6,1,0,2021/05/10 12:56:27
Franklin County,44304,13,166,179,63,43,46,23,1,2,1,2021/05/10 12:56:27
Franklin County,44311,9,130,139,31,46,30,24,7,1,0,2021/05/10 12:56:27
Franklin County,44318,9,80,89,35,25,16,12,1,0,0,2021/05/10 12:56:27
Garfield County,44017,0,2,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Garfield County,44038,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Garfield County,44045,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Garfield County,44073,0,5,5,1,3,1,0,0,0,0,2021/05/10 12:56:27
Garfield County,44080,0,2,2,0,2,0,0,0,0,0,2021/05/10 12:56:27
Garfield County,44087,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Garfield County,44101,0,1,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Garfield County,44115,0,1,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Garfield County,44129,1,18,19,0,6,3,3,5,2,0,2021/05/10 12:56:27
Garfield County,44136,4,12,16,0,1,4,1,10,0,0,2021/05/10 12:56:27
Garfield County,44143,1,10,11,2,1,2,2,3,1,0,2021/05/10 12:56:27
Garfield County,44150,0,5,5,0,1,1,1,1,1,0,2021/05/10 12:56:27
Garfield County,44157,2,3,5,1,1,0,2,1,0,0,2021/05/10 12:56:27
Garfield County,44164,1,1,2,1,0,0,0,1,0,0,2021/05/10 12:56:27
Garfield County,44178,1,8,9,0,1,0,0,2,6,0,2021/05/10 12:56:27
Garfield County,44185,6,7,13,2,2,2,1,1,5,0,2021/05/10 12:56:27
Garfield County,44192,2,1,3,0,1,0,2,0,0,0,2021/05/10 12:56:27
Garfield County,44199,2,1,3,1,0,2,0,0,0,0,2021/05/10 12:56:27
Garfield County,44206,2,1,3,1,2,0,0,0,0,0,2021/05/10 12:56:27
Garfield County,44213,0,1,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Garfield County,44220,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Garfield County,44227,4,2,6,2,2,1,1,0,0,0,2021/05/10 12:56:27
Garfield County,44234,1,0,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Garfield County,44241,2,2,4,0,1,0,2,1,0,0,2021/05/10 12:56:27
Garfield County,44248,1,0,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Garfield County,44269,1,1,2,0,1,0,0,1,0,0,2021/05/10 12:56:27
Garfield County,44276,1,0,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Garfield County,44311,1,0,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Garfield County,44318,1,0,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Grant County,43891,0,1,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Grant County,43898,0,11,11,2,3,2,1,3,0,0,2021/05/10 12:56:27
Grant County,43905,0,36,36,2,10,3,18,3,0,0,2021/05/10 12:56:27
Grant County,43912,0,27,27,1,9,9,7,1,0,0,2021/05/10 12:56:27
Grant County,43919,0,24,24,2,6,9,4,3,0,0,2021/05/10 12:56:27
Grant County,43926,0,29,29,2,5,14,5,3,0,0,2021/05/10 12:56:27
Grant County,43933,0,18,18,4,3,3,5,3,0,0,2021/05/10 12:56:27
Grant County,43940,0,15,15,2,5,7,1,0,0,0,2021/05/10 12:56:27
Grant County,43947,0,21,21,2,13,4,1,1,0,0,2021/05/10 12:56:27
Grant County,43954,0,4,4,0,0,2,2,0,0,0,2021/05/10 12:56:27
Grant County,43961,0,6,6,2,1,3,0,0,0,0,2021/05/10 12:56:27
Grant County,43968,0,17,17,3,8,3,3,0,0,0,2021/05/10 12:56:27
Grant County,43975,0,33,33,8,13,2,7,1,2,0,2021/05/10 12:56:27
Grant County,43982,0,13,13,2,7,3,1,0,0,0,2021/05/10 12:56:27
Grant County,43989,0,97,97,22,32,18,15,8,2,0,2021/05/10 12:56:27
Grant County,43996,0,134,134,24,44,31,23,8,4,0,2021/05/10 12:56:27
Grant County,44003,0,97,97,20,30,18,22,6,1,0,2021/05/10 12:56:27
Grant County,44010,0,118,118,17,43,29,20,5,4,0,2021/05/10 12:56:27
Grant County,44017,0,195,195,41,69,41,30,8,6,0,2021/05/10 12:56:27
Grant County,44024,0,138,138,22,55,32,18,9,2,0,2021/05/10 12:56:27
Grant County,44031,0,177,177,25,65,43,33,7,4,0,2021/05/10 12:56:27
Grant County,44038,0,167,167,28,56,42,29,9,3,0,2021/05/10 12:56:27
Grant County,44045,0,205,205,30,70,60,33,7,5,0,2021/05/10 12:56:27
Grant County,44052,0,321,321,57,129,64,52,18,1,0,2021/05/10 12:56:27
Grant County,44059,0,235,235,35,90,57,34,14,5,0,2021/05/10 12:56:27
Grant County,44066,0,199,199,38,72,47,32,8,2,0,2021/05/10 12:56:27
Grant County,44073,1,203,204,32,85,55,24,6,2,0,2021/05/10 12:56:27
Grant County,44080,1,163,164,19,70,45,21,8,1,0,2021/05/10 12:56:27
